Week,Sales,Z_Score,Anomaly_IF,Anomaly_ZS
2016-05-23,6551.177,0.576700453742498,0,0
2016-05-30,9418.944,0.18934498060211968,0,0
2016-06-06,4550.428,0.846945935865048,0,0
2016-06-13,7687.451,0.42322147414369854,0,0
2016-06-20,6242.707,0.6183661618699757,0,0
2016-06-27,4014.966,0.9192719429495472,0,0
2016-07-04,4291.2660000000005,0.8819515060979178,0,0
2016-07-11,10366.159,0.061402607846361104,0,0
2016-07-18,3955.1349999999998,0.9273534451474112,0,0
2016-07-25,7539.815,0.4431629870464389,0,0
2016-08-01,3837.8992,0.9431887374769453,0,0
2016-08-08,7272.986,0.47920415550349066,0,0
2016-08-15,7085.682000000001,0.5045037107118061,0,0
2016-08-22,15773.478,0.6689756305760621,0,0
2016-08-29,8162.043,0.359117309227707,0,0
2016-09-05,8243.94,0.348055304823661,0,0
2016-09-12,24095.96,1.7931112220701697,1,1
2016-09-19,18316.364999999998,1.0124488615001632,1,0
2016-09-26,9591.275,0.16606786079365737,0,0
2016-10-03,3987.545,0.9229757565539936,0,0
2016-10-10,9673.8455,0.15491488529218267,0,0
2016-10-17,5588.974,0.7066672879804579,0,0
2016-10-24,6122.684,0.6345779273142143,0,0
2016-10-31,15492.867,0.6310728976575948,0,0
2016-11-07,27965.349199999997,2.315757965801536,1,1
2016-11-14,15075.134,0.5746488004902344,0,0
2016-11-21,13504.0113,0.3624338692144059,0,0
2016-11-28,20712.1,1.336045954445289,1,1
2016-12-05,15675.144,0.6556934451349905,0,0
2016-12-12,11314.539999999999,0.06669725904392144,0,0
2016-12-19,22843.047,1.6238775612048584,1,1
2016-12-26,10421.8172,0.05388473474330157,0,0
2017-01-02,5769.608,0.6822686640562551,0,0
2017-01-09,2174.507,1.1678667091005168,1,0
2017-01-16,3227.454,1.0256428870896137,0,0
2017-01-23,2662.052,1.10201295454088,0,0
2017-01-30,17926.368000000002,0.9597711256665594,1,0
2017-02-06,3821.642,0.9453846325402255,0,0
2017-02-13,2920.111,1.0671563688966723,1,0
2017-02-20,2628.088,1.106600545265559,0,0
2017-02-27,14419.498,0.4860906320658591,0,0
2017-03-06,14129.183,0.44687715894034075,0,0
2017-03-13,14902.938,0.5513899154229047,0,0
2017-03-20,4575.475,0.8435627835602243,0,0
2017-03-27,7145.821,0.49638060628972824,0,0
2017-04-03,9674.379,0.15484282429666912,0,0
2017-04-10,15502.758,0.6324088963579185,0,0
2017-04-17,7107.204,0.5015966877587814,0,0
2017-04-24,2779.0460000000003,1.0862103226587971,0,0
2017-05-01,10158.411,0.08946357822295278,0,0
2017-05-08,4767.564,0.8176169080828714,0,0
2017-05-15,8770.649,0.27691158432534463,0,0
2017-05-22,23367.662,1.694738440607383,1,1
2017-05-29,12066.989,0.16833216815927313,1,0
2017-06-05,10913.018,0.01246281660620924,0,0
2017-06-12,10713.721,0.014456658975474407,0,0
2017-06-19,10503.088,0.042907312523680116,0,0
2017-06-26,7617.454,0.43267611988493454,0,0
2017-07-03,9571.03,0.1688023966027822,0,0
2017-07-10,4431.985,0.8629442873019555,0,0
2017-07-17,9716.872,0.1491032031488724,0,0
2017-07-24,9929.576000000001,0.12037281516447493,0,0
2017-07-31,5045.558,0.7800676589980655,0,0
2017-08-07,6791.8325,0.5441945963746105,0,0
2017-08-14,3783.892,0.9504836064495595,0,0
2017-08-21,14460.025,0.491564701353901,0,0
2017-08-28,17558.9918,0.9101488300715842,1,0
2017-09-04,14920.9956,0.5538289943968171,0,0
2017-09-11,16528.072,0.7709002694671893,0,0
2017-09-18,13848.655,0.40898563701086593,0,0
2017-09-25,9753.1413,0.14420423058172513,0,0
2017-10-02,28412.098,2.376101289648591,1,1
2017-10-09,7439.001,0.4567801514357264,0,0
2017-10-16,12415.174,0.2153622669836836,1,0
2017-10-23,6625.845,0.56661488595807,0,0
2017-10-30,16321.3878,0.7429829888507233,0,0
2017-11-06,20640.302,1.3263480437501272,1,1
2017-11-13,12641.716,0.24596178347026265,1,0
2017-11-20,27367.716,2.2350343606584415,1,1
2017-11-27,23324.762,1.6889438450918748,1,1
2017-12-04,18961.002,1.0995213712747702,1,0
2017-12-11,25449.8,1.9759773104784573,1,1
2017-12-18,17948.247,0.9627263693794682,1,0
2017-12-25,16060.185,0.7077017633607893,0,0
2018-01-01,9060.984,0.23769540975669518,0,0
2018-01-08,7332.659,0.47114399470635976,0,0
2018-01-15,13698.768,0.38874007668375704,0,0
2018-01-22,9476.086,0.1816266874331881,0,0
2018-01-29,5776.328,0.6813609791643153,0,0
2018-02-05,5409.749,0.7308755952360977,0,0
2018-02-12,5648.0154,0.6986924387573967,0,0
2018-02-19,4509.7519999999995,0.8524401309044142,0,0
2018-02-26,6164.182,0.6289727029621733,0,0
2018-03-05,6965.41,0.5207491091230229,0,0
2018-03-12,8779.131,0.2757659022935838,0,0
2018-03-19,26029.904,2.054333208775155,1,1
2018-03-26,19382.9038,1.156508557248309,1,0
2018-04-02,10151.6085,0.09038240656780692,0,0
2018-04-09,5102.797,0.7723362638299498,0,0
2018-04-16,7631.758,0.43074404775780567,0,0
2018-04-23,5292.6326,0.7466947599501409,0,0
2018-04-30,11606.721800000001,0.10616288487126663,0,0
2018-05-07,11772.475,0.12855152704844888,0,0
2018-05-14,14571.618,0.5066378085185188,0,0
2018-05-21,4357.192,0.8730467391059508,0,0
2018-05-28,6581.8854,0.5725526039306464,0,0
2018-06-04,6481.39,0.5861267343308608,0,0
2018-06-11,15095.256,0.577366722424105,0,0
2018-06-18,6318.9355,0.6080698139852692,0,0
2018-06-25,17261.1922,0.8699243958832368,1,0
2018-07-02,11589.841999999999,0.10388289388332518,0,0
2018-07-09,9998.841,0.11101704224182532,0,0
2018-07-16,10896.305,0.010205355653978797,0,0
2018-07-23,9618.882,0.16233892376809483,0,0
2018-07-30,5205.628,0.7584466589009237,0,0
2018-08-06,11128.53,0.04157248720616714,0,0
2018-08-13,22222.554,1.5400662335777213,1,1
2018-08-20,15330.072,0.609083825933885,0,0
2018-08-27,20946.612,1.3677219960194815,1,1
2018-09-03,17672.048,0.9254195748156492,1,0
2018-09-10,20166.201,1.2623101992629961,1,0
2018-09-17,26104.433,2.0644000015298243,1,1
2018-09-24,12296.062,0.19927355227405164,1,0
2018-10-01,21535.594,1.4472770649219295,0,1
2018-10-08,16509.831000000002,0.7684364182597679,0,0
2018-10-15,13270.8182,0.33093597430747246,0,0
2018-10-22,21535.27,1.4472333015432108,1,1
2018-10-29,29017.467,2.457869785980238,1,1
2018-11-05,20015.55,1.2419614438082915,1,0
2018-11-12,30572.447,2.66790428795471,1,1
2018-11-19,22212.769,1.5387445525259906,1,1
2018-11-26,35998.9,3.400866997020344,1,1
2018-12-03,21537.240999999998,1.4474995287637482,1,1
2018-12-10,11542.834,0.09753342194875653,0,0
2018-12-17,19457.068,1.1665260756802724,1,0
2018-12-24,15210.8858,0.592985088870238,0,0
